Severity,Start_Time,Weather_Condition,Start_Lat,Start_Lng,City,State,Hour,Day
2,2022-11-16 21:40:30,Mostly Cloudy,36.153947,-86.758278,Nashville,TN,21,Wednesday
2,2022-05-04 07:50:30,Cloudy,40.379663,-80.00081,Pittsburgh,PA,7,Wednesday
2,2022-02-05 14:25:11,Mostly Cloudy,25.760886,-80.395587,Miami,FL,14,Saturday
2,2016-11-28 20:28:37,Clear,34.157715,-118.37941,North Hollywood,CA,20,Monday
2,2021-10-08 21:55:30,Partly Cloudy,26.005913,-80.16712,Hollywood,FL,21,Friday
2,2020-07-15 10:20:21,Fair,33.275242,-81.384987,Barnwell,SC,10,Wednesday
2,2021-10-09 16:55:44,Fair,30.349002,-97.676512,Austin,TX,16,Saturday
2,2021-06-08 08:07:30,Fair,37.892216,-122.154462,Lafayette,CA,8,Tuesday
2,2022-11-03 09:22:00,Fair,37.795906,-122.421776,San Francisco,CA,9,Thursday
2,2017-11-06 17:30:36,Overcast,44.983044,-93.400597,Minneapolis,MN,17,Monday
2,2021-09-16 15:37:49,Heavy Rain,33.00583,-80.125109,Ladson,SC,15,Thursday
1,2022-09-08 07:14:24,Fair,41.853352,-87.957619,Villa Park,IL,7,Thursday
2,2022-03-01 15:07:00,Partly Cloudy,26.61299586283391,-81.8007338043127,Fort Myers,FL,15,Tuesday
2,2018-05-01 07:13:20,Mostly Cloudy,29.944252,-90.076813,New Orleans,LA,7,Tuesday
2,2018-03-02 13:55:02,Rain,41.531818,-72.793961,Meriden,CT,13,Friday
2,2020-08-04 07:04:20,Fog,33.540062,-81.991791,North Augusta,SC,7,Tuesday
3,2017-12-27 13:15:11,Fair,34.336239,-118.511429,Newhall,CA,13,Wednesday
2,2021-11-09 16:20:30,Fair,34.672771000000004,-82.540604,Pelzer,SC,16,Tuesday
3,2018-11-12 20:40:39,Clear,30.335871,-81.669174,Jacksonville,FL,20,Monday
3,2016-10-05 08:46:37,Mostly Cloudy,38.646744,-90.530266,Chesterfield,MO,8,Wednesday
2,2022-12-02 18:23:00,Mostly Cloudy,33.913327,-118.278348,Los Angeles,CA,18,Friday
2,2019-03-29 19:22:47,Overcast,27.981569,-82.298187,Seffner,FL,19,Friday
2,2020-11-07 05:10:00,Fair,42.646619,-70.976775,Boxford,MA,5,Saturday
3,2019-01-02 08:59:19,Overcast,28.001877,-82.327469,Tampa,FL,8,Wednesday
2,2022-11-21 20:50:00,Fair,30.444717,-84.27959399999997,Tallahassee,FL,20,Monday
2,2022-10-12 07:32:30,Cloudy,33.669519,-117.822494,Irvine,CA,7,Wednesday
2,2022-05-11 08:30:30,Partly Cloudy,33.952053,-118.040629,Whittier,CA,8,Wednesday
2,2020-02-21 15:34:30,Partly Cloudy,33.986670000000004,-118.16992,Bell Gardens,CA,15,Friday
4,2022-07-22 18:41:00,Fair,40.11757100000001,-87.52580999999998,Covington,IN,18,Friday
2,2020-10-05 05:49:00,Fair,32.841879,-117.125447,San Diego,CA,5,Monday
2,2021-05-22 07:06:00,Cloudy,30.439602,-97.68588,Austin,TX,7,Saturday
2,2022-03-09 08:57:19,Light Rain,39.295769,-76.82495899999998,Ellicott City,MD,8,Wednesday
2,2016-10-14 09:56:46,Clear,39.930653,-76.814865,York,PA,9,Friday
2,2020-12-28 23:38:00,Mostly Cloudy,39.968569,-76.730864,York,PA,23,Monday
2,2021-04-16 16:24:00,Fair,38.088596,-122.231795,Vallejo,CA,16,Friday
2,2019-04-15 16:34:32,Cloudy / Windy,41.560726,-93.80925,West des Moines,IA,16,Monday
3,2017-01-16 08:45:54,Mostly Cloudy,26.759096000000003,-80.09101899999997,West Palm Beach,FL,8,Monday
2,2020-02-10 08:16:22,Light Rain,43.0896,-76.36768000000002,Warners,NY,8,Monday
3,2017-08-23 08:40:38,Mostly Cloudy,40.816238,-111.920296,Salt Lake City,UT,8,Wednesday
2,2019-04-10 15:46:29,Light Snow,45.152561,-94.644981,Grove City,MN,15,Wednesday
2,2022-04-22 13:28:40,Fair,34.711414000000005,-86.53407299999998,Huntsville,AL,13,Friday
2,2022-03-23 16:37:25,Mostly Cloudy,35.30739600000001,-80.84796899999998,Charlotte,NC,16,Wednesday
2,2020-11-02 13:59:00,Cloudy,25.783894,-80.21865,Miami,FL,13,Monday
2,2018-04-27 08:57:00,Clear,36.050442,-86.614723,Antioch,TN,8,Friday
2,2017-01-20 08:23:11,Light Rain,34.011852000000005,-117.433731,Riverside,CA,8,Friday
2,2022-06-15 05:17:31,Light Drizzle,45.450947,-92.990204,Stacy,MN,5,Wednesday
3,2019-06-19 05:52:50,Fair,26.204899,-80.142601,Fort Lauderdale,FL,5,Wednesday
2,2016-08-09 09:48:55,Clear,42.283363,-87.960327,Libertyville,IL,9,Tuesday
3,2022-06-16 15:07:47,Partly Cloudy,33.506302000000005,-84.23162099999998,Stockbridge,GA,15,Thursday
2,2019-06-13 06:07:13,Mostly Cloudy,33.422340000000005,-111.831451,Mesa,AZ,6,Thursday
2,2017-03-22 15:07:48,Clear,34.495102,-82.499626,Belton,SC,15,Wednesday
2,2021-02-03 10:52:26,Partly Cloudy,33.85244,-117.813553,Anaheim,CA,10,Wednesday
3,2022-03-21 04:26:21,Fair,38.325291,-122.023605,Vacaville,CA,4,Monday
2,2018-01-19 14:39:51,Clear,35.115134999999995,-81.064178,Clover,SC,14,Friday
3,2017-03-21 09:37:12,Light Rain,37.74055900000001,-121.58578500000002,Tracy,CA,9,Tuesday
2,2021-06-13 21:57:30,Cloudy,40.853081,-73.960237,Fort Lee,NJ,21,Sunday
2,2020-12-23 12:36:00,Partly Cloudy,28.417018,-81.404597,Orlando,FL,12,Wednesday
2,2022-02-12 21:10:00,Fair,37.700477,-121.080215,Salida,CA,21,Saturday
2,2022-05-04 17:50:50,Mostly Cloudy,35.748061,-78.67347099999998,Raleigh,NC,17,Wednesday
3,2017-12-14 11:01:05,Clear,45.605713,-122.68235,Portland,OR,11,Thursday
2,2023-01-02 18:06:00,Cloudy,38.568135,-121.767563,Davis,CA,18,Monday
2,2022-01-29 02:59:30,Fair,33.87654000000001,-118.084205,Artesia,CA,2,Saturday
2,2019-10-23 08:55:04,Fair,44.861645,-93.444473,Eden Prairie,MN,8,Wednesday
2,2021-01-08 19:17:46,Light Rain,35.22126,-80.82444,Charlotte,NC,19,Friday
2,2023-02-26 04:53:21,Fair,39.63939071,-104.91062522,Denver,CO,4,Sunday
2,2022-01-31 15:38:46,Fair,31.228531,-85.43222,Dothan,AL,15,Monday
3,2021-10-23 08:09:17,Rain,45.52013,-122.665298,Portland,OR,8,Saturday
2,2021-07-21 16:20:00,Fair,34.985365,-118.938645,Arvin,CA,16,Wednesday
3,2021-01-26 04:35:21,Heavy T-Storm,33.905888,-84.432503,Atlanta,GA,4,Tuesday
2,2022-09-26 16:20:00,Fair,34.193896,-118.509852,Van Nuys,CA,16,Monday
2,2022-07-29 08:09:00,Fair,47.529094,-122.19771,Renton,WA,8,Friday
2,2021-09-08 16:24:52,Fair,30.378358,-97.679763,Austin,TX,16,Wednesday
2,2016-06-23 12:17:49,Mostly Cloudy,47.60984000000001,-122.328674,Seattle,WA,12,Thursday
2,2019-11-06 07:38:00,Cloudy,44.84585,-93.53104,Chanhassen,MN,7,Wednesday
2,2021-11-14 13:03:30,Fair,29.704092,-95.563925,Houston,TX,13,Sunday
2,2020-10-05 13:20:31,Fair,41.459257,-86.473623,Walkerton,IN,13,Monday
2,2021-01-29 06:57:31,Fair,34.489784,-82.64241,Anderson,SC,6,Friday
2,2017-08-04 17:37:49,Scattered Clouds,34.756187,-82.281296,Simpsonville,SC,17,Friday
2,2022-02-10 06:55:18,Fair,35.32162899999999,-80.852173,Charlotte,NC,6,Thursday
2,2018-02-16 06:16:07,Clear,39.483791,-121.24559,Forbestown,CA,6,Friday
3,2017-02-15 07:23:50,Overcast,28.535322,-81.38333100000001,Orlando,FL,7,Wednesday
2,2019-10-02 03:25:28,Mostly Cloudy,30.773331,-85.821907,Caryville,FL,3,Wednesday
2,2023-01-19 15:20:30,Fair,32.199798,-110.903019,Tucson,AZ,15,Thursday
2,2020-03-22 17:29:00,Rain,37.316435,-121.9683,San Jose,CA,17,Sunday
2,2022-10-10 14:11:00,Cloudy,40.943158,-124.102737,McKinleyville,CA,14,Monday
4,2016-10-19 19:00:58,Clear,33.484278,-83.560666,Madison,GA,19,Wednesday
3,2018-10-30 15:54:03,Overcast,41.79963,-88.05669,Lisle,IL,15,Tuesday
2,2020-12-30 16:26:00,Light Rain / Windy,43.164654,-77.683211,Rochester,NY,16,Wednesday
1,2016-10-06 00:22:41,Clear,34.21801,-118.565559,Winnetka,CA,0,Thursday
2,2020-10-29 13:36:30,Fair,33.941413,-117.555459,Norco,CA,13,Thursday
2,2021-02-04 08:36:57,Cloudy,39.106392,-94.57338,Kansas City,MO,8,Thursday
2,2020-11-07 00:43:40,Rain,25.946582,-80.294199,Hialeah,FL,0,Saturday
3,2019-08-26 08:52:19,Cloudy,30.487127,-91.166367,Baton Rouge,LA,8,Monday
2,2020-04-11 18:59:55,Fair,45.33613,-122.76956,Wilsonville,OR,18,Saturday
2,2023-02-09 07:50:00,Fair,33.386487,-111.778584,Mesa,AZ,7,Thursday
2,2017-01-10 17:31:35,Overcast,42.60904,-71.11895,Andover,MA,17,Tuesday
2,2016-10-02 12:51:05,Clear,34.157654,-84.173172,Cumming,GA,12,Sunday
2,2022-04-15 15:06:30,Fair,32.418678,-110.961105,Tucson,AZ,15,Friday
2,2021-01-28 03:19:00,Light Snow,41.262577,-121.950355,McCloud,CA,3,Thursday
2,2018-01-16 10:50:55,Clear,28.309757,-82.700089,Port Richey,FL,10,Tuesday
2,2017-10-26 14:12:19,Clear,35.789848,-78.677368,Raleigh,NC,14,Thursday
2,2021-02-16 06:42:43,Light Rain,26.548192,-81.83929300000001,Fort Myers,FL,6,Tuesday
2,2022-09-04 08:44:00,Mostly Cloudy,35.83869,-80.27042800000002,Lexington,NC,8,Sunday
4,2018-07-04 20:08:19,Partly Cloudy,37.776272,-122.16421499999998,Oakland,CA,20,Wednesday
2,2017-01-18 16:19:07,Light Rain,38.019184,-121.75154,Oakley,CA,16,Wednesday
2,2022-09-10 21:09:30,Cloudy,37.630902,-77.566847,Henrico,VA,21,Saturday
3,2017-05-15 07:56:30,Mostly Cloudy,30.428490000000004,-97.66494,Pflugerville,TX,7,Monday
2,2022-01-21 14:25:00,Mostly Cloudy,29.895740747309222,-90.09002566294627,Marrero,LA,14,Friday
2,2016-11-16 08:18:51,Clear,34.252708,-118.557945,Northridge,CA,8,Wednesday
2,2021-04-14 08:11:00,Fair,36.676319,-120.162716,Kerman,CA,8,Wednesday
2,2022-02-10 10:54:30,Mostly Cloudy,40.377862,-111.820726,American Fork,UT,10,Thursday
2,2016-11-02 12:33:25,Mostly Cloudy,29.983116,-95.295914,Humble,TX,12,Wednesday
2,2023-01-26 14:06:00,Cloudy,45.137976,-93.392056,Minneapolis,MN,14,Thursday
2,2021-07-02 05:50:30,Cloudy,34.068303,-117.97682,Baldwin Park,CA,5,Friday
2,2022-05-04 00:35:44,Partly Cloudy,33.45782160743018,-112.36429095214667,Goodyear,AZ,0,Wednesday
2,2023-02-10 23:15:00,Cloudy,39.179464,-122.902719,Upper Lake,CA,23,Friday
2,2023-02-02 17:04:25,Fair,39.725568,-105.062654,Denver,CO,17,Thursday
2,2020-10-09 05:18:00,Smoke,40.368994,-122.282456,Cottonwood,CA,5,Friday
3,2021-02-17 16:04:01,Fair,33.72892,-84.392838,Atlanta,GA,16,Wednesday
3,2018-06-21 06:52:43,Clear,38.01913,-121.93727,Pittsburg,CA,6,Thursday
3,2020-07-25 04:57:22,Fog,34.072208,-117.890251,West Covina,CA,4,Saturday
2,2022-08-01 09:40:24,Fair,28.534975,-81.396187,Orlando,FL,9,Monday
2,2020-09-29 12:02:30,Fair,32.346031,-95.267277,Tyler,TX,12,Tuesday
1,2022-07-15 04:39:58,Fair,35.460075,-97.618843,Oklahoma City,OK,4,Friday
2,2021-10-18 08:48:00,Mostly Cloudy,40.460431,-77.809122,Mc Veytown,PA,8,Monday
2,2020-02-03 18:39:00,Cloudy,45.01535,-93.47159,Minneapolis,MN,18,Monday
3,2018-04-23 07:49:33,Clear,42.646511,-71.18609599999998,Andover,MA,7,Monday
3,2018-02-14 13:17:18,Light Rain,35.021038,-90.002724,Memphis,TN,13,Wednesday
2,2019-07-18 13:50:17,Fair,33.165240999999995,-87.548653,Tuscaloosa,AL,13,Thursday
2,2021-12-06 06:16:00,Heavy T-Storm,36.124435,-86.73709699999998,Nashville,TN,6,Monday
3,2018-04-19 07:58:17,Overcast,41.475719,-81.8825,Westlake,OH,7,Thursday
2,2021-01-17 01:56:00,Fair,30.520404,-84.05413100000001,Tallahassee,FL,1,Sunday
2,2023-03-29 16:18:00,Fair,33.313145,-84.18885300000002,Griffin,GA,16,Wednesday
2,2022-12-10 13:28:00,Mostly Cloudy,30.423987,-91.14832,Baton Rouge,LA,13,Saturday
3,2017-06-23 03:59:03,Clear,32.59167,-96.82253,Lancaster,TX,3,Friday
2,2019-06-13 10:14:01,Fair,33.722179,-84.407852,Atlanta,GA,10,Thursday
2,2018-02-09 16:49:01,Scattered Clouds,30.459518,-91.089859,Baton Rouge,LA,16,Friday
3,2018-01-05 19:52:03,Clear,35.462299,-97.49633,Oklahoma City,OK,19,Friday
2,2019-12-29 04:45:49,Fair,33.866257,-117.998322,Buena Park,CA,4,Sunday
3,2018-03-13 06:23:49,Clear,36.786861,-76.42347,Chesapeake,VA,6,Tuesday
2,2017-04-17 15:51:16,Partly Cloudy,33.980312,-117.955284,Hacienda Heights,CA,15,Monday
2,2023-02-07 17:27:00,Fair,38.285128,-122.300677,Napa,CA,17,Tuesday
2,2022-05-17 18:15:22,Fair,40.739863,-74.067323,Jersey City,NJ,18,Tuesday
2,2021-04-16 09:58:09,Fog,30.332451,-98.000641,Austin,TX,9,Friday
2,2022-10-15 15:57:00,Cloudy,34.034583000000005,-118.345728,Los Angeles,CA,15,Saturday
2,2020-03-09 06:24:00,Cloudy,43.62437,-93.33105,Albert Lea,MN,6,Monday
2,2019-10-10 06:53:22,Fair,33.76727,-84.65799,Lithia Springs,GA,6,Thursday
2,2021-12-04 07:15:05,Fair,41.055222,-78.709763,Luthersburg,PA,7,Saturday
2,2021-08-20 08:55:41,Fair,30.732977,-86.374962,Defuniak Springs,FL,8,Friday
2,2017-04-12 14:30:35,Clear,34.07179,-118.09707,Rosemead,CA,14,Wednesday
3,2019-07-28 09:25:56,Fair,40.81197,-73.931648,Bronx,NY,9,Sunday
3,2019-09-24 08:33:37,Fair,37.818428,-122.352951,San Francisco,CA,8,Tuesday
2,2020-07-21 17:34:46,Fair,33.92725,-117.41996,Riverside,CA,17,Tuesday
2,2021-12-31 06:14:48,Fog,40.687359,-73.614761,Hempstead,NY,6,Friday
2,2019-02-06 07:21:42,Overcast,29.965851,-95.415253,Houston,TX,7,Wednesday
3,2021-03-31 16:43:13,Cloudy,41.87090300000001,-87.85204300000002,Maywood,IL,16,Wednesday
3,2021-07-31 05:17:25,Fair,47.77882,-122.317795,Mountlake Terrace,WA,5,Saturday
3,2021-02-18 16:14:31,Fair,34.134289,-117.955772,Baldwin Park,CA,16,Thursday
3,2018-07-24 15:08:16,Light Rain,38.801659,-77.111687,Alexandria,VA,15,Tuesday
2,2023-01-24 07:28:00,Mostly Cloudy,30.386626,-91.165965,Baton Rouge,LA,7,Tuesday
2,2022-02-11 08:21:15,Cloudy / Windy,45.40648341157242,-93.89886975243616,Becker,MN,8,Friday
2,2021-05-08 14:26:00,Fair,34.02473330481517,-117.7358114713777,Pomona,CA,14,Saturday
3,2017-08-30 15:41:57,Mostly Cloudy,38.740108,-77.18980400000002,Springfield,VA,15,Wednesday
2,2018-04-25 06:51:54,Overcast,37.248173,-121.831291,San Jose,CA,6,Wednesday
2,2019-08-27 09:03:00,Fair,38.668685,-121.372326,North Highlands,CA,9,Tuesday
2,2016-09-29 09:37:01,Clear,30.408619,-97.716049,Austin,TX,9,Thursday
2,2022-10-01 09:28:16,Light Rain,37.51999497,-77.26473212,Sandston,VA,9,Saturday
2,2020-04-22 11:59:41,Cloudy,32.77729,-96.803612,Dallas,TX,11,Wednesday
2,2022-04-14 19:30:23,Fair,33.900504999999995,-79.062128,Conway,SC,19,Thursday
2,2020-08-05 16:48:56,Mostly Cloudy,35.80350100000001,-78.694092,Raleigh,NC,16,Wednesday
2,2021-09-10 06:26:00,Fair,40.797342,-73.342141,Huntington Station,NY,6,Friday
3,2016-08-27 10:17:08,Clear,32.897572,-96.713932,Dallas,TX,10,Saturday
2,2022-12-20 18:13:45,Cloudy,34.72387,-81.032729,Richburg,SC,18,Tuesday
2,2020-09-17 22:51:59,Mostly Cloudy,36.207038,-86.791624,Nashville,TN,22,Thursday
2,2018-03-12 10:55:04,Haze,34.070978000000004,-118.264357,Los Angeles,CA,10,Monday
2,2016-11-29 09:27:42,Overcast,33.390999,-82.027069,Augusta,GA,9,Tuesday
3,2018-06-03 15:38:33,Overcast,40.785072,-73.648865,Roslyn Heights,NY,15,Sunday
2,2019-11-10 02:46:40,Fog,47.674782,-122.303818,Seattle,WA,2,Sunday
2,2022-12-09 16:00:08,Fair,34.030486,-117.59333,Ontario,CA,16,Friday
2,2020-11-01 23:09:21,Fair,25.543877,-80.42099,Homestead,FL,23,Sunday
2,2020-08-28 18:04:45,Partly Cloudy,45.065418,-93.201698,Saint Paul,MN,18,Friday
2,2022-12-17 17:16:00,Mostly Cloudy,38.902629,-77.014584,Washington,DC,17,Saturday
2,2022-09-17 18:01:00,Fair,25.955304,-80.247353,Miami Gardens,FL,18,Saturday
2,2021-07-13 07:32:30,Fair,38.902957,-94.36655,Lees Summit,MO,7,Tuesday
2,2022-01-12 18:12:00,Fair,33.052954,-112.053709,Maricopa,AZ,18,Wednesday
2,2018-08-26 13:14:29,Mostly Cloudy,45.05355,-122.97038,Salem,OR,13,Sunday
2,2019-03-11 11:45:11,Scattered Clouds,41.45468,-73.23905,Southbury,CT,11,Monday
2,2017-06-06 15:27:46,Clear,33.869392,-117.731697,Yorba Linda,CA,15,Tuesday
3,2018-07-25 07:20:46,Overcast,40.128719,-77.349976,Newville,PA,7,Wednesday
3,2019-11-23 14:18:48,Fair,37.754066,-121.463165,Tracy,CA,14,Saturday
2,2020-10-27 15:50:27,Cloudy,33.585625,-86.805298,Birmingham,AL,15,Tuesday
4,2023-01-20 00:36:42,Fog,38.348719,-77.056185,King George,VA,0,Friday
2,2022-09-07 15:12:30,Fair,38.1872,-122.175597,American Canyon,CA,15,Wednesday
3,2017-08-31 17:52:29,Partly Cloudy,43.012051,-83.497597,Davison,MI,17,Thursday
2,2022-12-15 06:04:00,Fair,34.0534,-117.781337,Pomona,CA,6,Thursday
2,2021-02-15 18:15:00,Cloudy,38.871308,-76.98400500000002,Washington,DC,18,Monday
2,2021-05-03 20:54:00,Fair,28.613126,-82.40502,Brooksville,FL,20,Monday
2,2023-03-21 07:06:00,Rain,38.2986,-122.033823,Fairfield,CA,7,Tuesday
2,2021-03-10 11:03:00,Fair,38.759248,-77.183099,Springfield,VA,11,Wednesday
2,2019-05-02 04:27:28,Partly Cloudy,32.734759999999994,-96.713753,Dallas,TX,4,Thursday
2,2016-08-10 16:32:38,Clear,33.884903,-117.633461,Corona,CA,16,Wednesday
3,2022-03-03 06:15:16,Partly Cloudy,41.195374,-73.12814300000002,Stratford,CT,6,Thursday
2,2022-01-01 01:32:02,Cloudy,40.67427100000001,-74.000203,Brooklyn,NY,1,Saturday
2,2022-12-22 13:25:00,Fair,34.023140000000005,-117.749779,Pomona,CA,13,Thursday
2,2021-11-11 18:30:45,Fog,34.903209999999994,-82.3256,Taylors,SC,18,Thursday
2,2016-12-02 08:35:06,Blowing Dust / Windy,34.425117,-118.423637,Canyon Country,CA,8,Friday
3,2018-03-20 17:50:17,Overcast,38.592022,-121.551941,West Sacramento,CA,17,Tuesday
3,2019-02-22 15:38:16,Clear,41.68794000000001,-88.06267,Bolingbrook,IL,15,Friday
2,2022-05-13 16:40:38,Fair,25.86818,-80.23726500000002,Miami,FL,16,Friday
2,2022-01-24 15:10:09,Fair,26.707565,-80.136292,West Palm Beach,FL,15,Monday
2,2022-01-02 08:47:34,Fog,41.76329255084151,-72.66716837848345,Hartford,CT,8,Sunday
2,2017-07-08 12:10:48,Clear,47.51344,-122.19838,Renton,WA,12,Saturday
3,2017-10-30 15:30:22,Partly Cloudy,37.844074,-122.297653,Emeryville,CA,15,Monday
3,2017-07-09 18:50:28,Mostly Cloudy,32.795277,-96.793114,Dallas,TX,18,Sunday
3,2020-05-16 08:04:45,Fog,40.03765900000001,-85.72221400000002,Anderson,IN,8,Saturday
2,2022-04-21 07:11:00,Cloudy,37.964632,-121.243072,Stockton,CA,7,Thursday
2,2019-10-03 12:06:00,Fair,37.740052,-122.143835,Oakland,CA,12,Thursday
3,2017-02-14 18:18:49,Overcast,30.233734,-97.741081,Austin,TX,18,Tuesday
2,2021-05-10 12:12:00,Fair,37.975562,-121.291084,Stockton,CA,12,Monday
2,2020-12-07 21:45:00,Haze,35.43745399999999,-119.079494,Bakersfield,CA,21,Monday
2,2020-11-22 00:23:00,Cloudy,28.62609,-81.758719,Clermont,FL,0,Sunday
2,2017-08-28 16:54:05,Clear,33.771233,-84.377762,Atlanta,GA,16,Monday
2,2018-08-12 07:22:09,Light Rain,32.766205,-96.856689,Dallas,TX,7,Sunday
2,2021-02-16 09:39:54,Cloudy,36.01881623250952,-83.92270445783652,Knoxville,TN,9,Tuesday
2,2022-04-12 14:56:52,Partly Cloudy,25.932655,-80.18844200000002,Miami,FL,14,Tuesday
2,2017-08-22 08:09:05,Scattered Clouds,38.85154,-77.432899,Centreville,VA,8,Tuesday
2,2020-10-21 13:52:30,Partly Cloudy,35.79604000000001,-78.651401,Raleigh,NC,13,Wednesday
2,2022-10-12 15:47:49,Cloudy,44.952014,-93.177003,Saint Paul,MN,15,Wednesday
2,2017-10-02 12:31:56,Mostly Cloudy,44.061077,-123.025383,Springfield,OR,12,Monday
2,2017-06-02 19:35:12,Partly Cloudy,41.860157,-88.012436,Lombard,IL,19,Friday
3,2017-04-04 06:55:55,Partly Cloudy,33.978237,-84.53609499999997,Marietta,GA,6,Tuesday
2,2020-10-27 16:30:32,Fair,25.726855,-80.455683,Miami,FL,16,Tuesday
2,2022-11-15 16:39:57,Rain,38.988371,-77.431276,Sterling,VA,16,Tuesday
2,2018-07-05 05:06:22,Clear,33.895016,-98.494324,Wichita Falls,TX,5,Thursday
2,2020-11-06 13:27:30,Partly Cloudy,25.883515,-80.214325,Miami,FL,13,Friday
2,2019-01-03 18:48:00,Clear,41.05751,-81.50525999999998,Akron,OH,18,Thursday
2,2017-04-17 15:15:37,Overcast,37.10527800000001,-121.974731,Los Gatos,CA,15,Monday
2,2022-12-02 11:44:30,Fair,45.886388,-111.864671,Cardwell,MT,11,Friday
2,2023-01-19 15:31:06,N/A Precipitation,40.152306,-75.398484,Norristown,PA,15,Thursday
2,2020-12-07 21:11:00,Fair,30.309597,-97.709236,Austin,TX,21,Monday
2,2022-07-24 09:27:00,Mostly Cloudy,40.78740300000001,-73.79221700000002,Bayside,NY,9,Sunday
3,2022-04-05 16:18:15,Partly Cloudy,28.282993,-81.59315500000002,Kissimmee,FL,16,Tuesday
4,2022-04-30 06:40:00,Light Rain,45.585341,-122.770868,Portland,OR,6,Saturday
2,2019-04-29 13:52:52,Mostly Cloudy,35.73090399999999,-78.640724,Raleigh,NC,13,Monday
1,2020-04-23 18:13:04,Light Rain,37.52396,-77.60707,Midlothian,VA,18,Thursday
2,2019-12-11 16:24:00,Fog,38.49615,-122.756384,Santa Rosa,CA,16,Wednesday
2,2022-04-19 15:15:00,Fair,38.71797700000001,-121.392429,Antelope,CA,15,Tuesday
2,2021-12-02 06:01:00,Light Rain,41.66967272738615,-72.78173088992699,New Britain,CT,6,Thursday
3,2017-08-01 09:05:49,Mostly Cloudy,35.004337,-85.22150400000002,Chattanooga,TN,9,Tuesday
2,2020-12-02 04:04:06,Fair,26.229761,-80.18111400000002,Pompano Beach,FL,4,Wednesday
2,2022-11-20 18:24:00,Fair,36.851271,-120.092133,Madera,CA,18,Sunday
2,2018-01-12 08:43:30,Light Rain,43.131962,-77.633888,Rochester,NY,8,Friday
2,2020-08-04 17:57:47,Fair,29.65943900000001,-95.533638,Houston,TX,17,Tuesday
2,2020-04-30 17:08:28,Cloudy,39.79796,-84.25511999999998,Dayton,OH,17,Thursday
2,2022-02-18 18:17:00,Cloudy,29.062177,-82.037288,Belleview,FL,18,Friday
2,2021-09-28 20:09:00,Fair,25.692575,-80.303989,Miami,FL,20,Tuesday
2,2020-12-24 04:08:00,Fair,33.794835,-117.230247,Perris,CA,4,Thursday
2,2023-02-09 16:22:00,Fair,33.743765,-118.00354,Westminster,CA,16,Thursday
2,2019-07-01 17:40:42,Mostly Cloudy,42.863014,-83.738091,Fenton,MI,17,Monday
3,2019-05-08 07:35:19,Mostly Cloudy,47.723141,-122.32573700000002,Seattle,WA,7,Wednesday
2,2016-12-21 07:17:05,Partly Cloudy,35.26126,-80.837,Charlotte,NC,7,Wednesday
2,2017-01-04 15:43:59,Clear,27.845004,-82.78716999999997,Seminole,FL,15,Wednesday
2,2021-09-16 11:30:30,Mostly Cloudy,38.884864,-77.225071,Dunn Loring,VA,11,Thursday
3,2016-06-24 08:19:13,Clear,41.044811,-73.790459,White Plains,NY,8,Friday
2,2022-09-29 02:45:00,Fair,34.11959767,-117.75231242,La Verne,CA,2,Thursday
2,2018-09-04 07:10:55,Mostly Cloudy,30.04465,-95.43013,Spring,TX,7,Tuesday
2,2022-03-18 08:03:00,Fair,30.267725,-81.615367,Jacksonville,FL,8,Friday
2,2022-05-11 17:38:34,Fair,36.266905,-86.75663399999998,Nashville,TN,17,Wednesday
2,2019-07-25 16:14:33,Fair,31.67663,-106.311508,El Paso,TX,16,Thursday
2,2021-06-16 17:26:36,Fair,33.27622532828677,-79.89829659423874,Bonneau,SC,17,Wednesday
2,2020-12-28 15:39:00,Light Rain,34.295829,-117.455402,San Bernardino,CA,15,Monday
2,2021-04-11 09:56:09,Fair,34.990842,-85.347213,Lookout Mountain,TN,9,Sunday
2,2018-06-14 12:04:18,Partly Cloudy,40.74107,-73.84342,Corona,NY,12,Thursday
2,2017-06-14 14:55:20,Clear,38.510448,-121.460121,Sacramento,CA,14,Wednesday
2,2022-08-05 11:38:00,Mostly Cloudy,43.032995,-83.675202,Flint,MI,11,Friday
2,2020-06-24 15:40:00,Fair,37.80559,-121.107329,Ripon,CA,15,Wednesday
3,2017-09-01 17:38:35,Mostly Cloudy,33.876289,-118.102577,Cerritos,CA,17,Friday
2,2019-04-11 12:22:23,Fair,34.081661,-81.86496,Chappells,SC,12,Thursday
2,2022-10-12 14:14:33,Fair,45.094265,-122.93868,Gervais,OR,14,Wednesday
2,2016-10-10 11:46:20,Clear,33.872803000000005,-118.202995,Long Beach,CA,11,Monday
2,2017-12-24 11:48:30,Overcast,29.065954,-81.997215,Belleview,FL,11,Sunday
2,2019-09-10 06:52:21,Mostly Cloudy,32.666378,-97.320549,Fort Worth,TX,6,Tuesday
2,2019-11-06 06:15:35,Thunder in the Vicinity,33.66811,-112.185349,Glendale,AZ,6,Wednesday
3,2018-09-26 19:04:19,Rain,34.688313,-82.217949,Fountain Inn,SC,19,Wednesday
2,2017-08-09 14:19:29,Clear,35.348244,-118.874367,Bakersfield,CA,14,Wednesday
2,2022-04-20 08:47:58,Light Rain,39.104019,-94.571877,Kansas City,MO,8,Wednesday
2,2018-12-06 04:52:02,Light Rain,33.825520000000004,-118.21563,Long Beach,CA,4,Thursday
